GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1957,1957,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,599,599,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1957,1957,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,814,814,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1958,1958,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1410,1410,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1958,1958,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,598,598,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1958,1958,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,812,812,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1959,1959,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1395,1395,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1959,1959,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,591,591,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1959,1959,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,804,804,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1960,1960,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1368,1368,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1960,1960,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,578,578,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1960,1960,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,790,790,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1961,1961,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1328,1328,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1961,1961,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,559,559,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1961,1961,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,769,769,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1962,1962,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1281,1281,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1962,1962,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,539,539,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1962,1962,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,742,742,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1963,1963,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1234,1234,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1963,1963,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,518,518,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1963,1963,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,716,716,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1964,1964,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1192,1192,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1964,1964,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,499,499,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1964,1964,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,693,693,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1965,1965,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1156,1156,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1965,1965,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,484,484,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1965,1965,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,672,672,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1966,1966,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1129,1129,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1966,1966,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,472,472,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1966,1966,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,657,657,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1967,1967,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1108,1108,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1967,1967,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,464,464,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1967,1967,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,644,644,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1968,1968,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1090,1090,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1968,1968,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,458,458,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1968,1968,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,632,632,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1969,1969,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1073,1073,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1969,1969,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,450,450,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1969,1969,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,623,623,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1970,1970,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1054,1054,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1970,1970,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,443,443,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1970,1970,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,611,611,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1971,1971,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,1030,1030,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1971,1971,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,433,433,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1971,1971,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,597,597,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1972,1972,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,999,999,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1972,1972,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,420,420,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1972,1972,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,579,579,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1973,1973,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,962,962,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1973,1973,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,403,403,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1973,1973,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,559,559,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1974,1974,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,918,918,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1974,1974,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,385,385,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1974,1974,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,533,533,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1975,1975,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,869,869,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1975,1975,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,364,364,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1975,1975,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,505,505,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1976,1976,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,818,818,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1976,1976,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,343,343,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1976,1976,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,475,475,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1977,1977,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,767,767,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1977,1977,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,322,322,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1977,1977,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,445,445,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1978,1978,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,721,721,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1978,1978,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,303,303,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1978,1978,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,418,418,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1979,1979,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,682,682,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1979,1979,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,287,287,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1979,1979,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,395,395,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1980,1980,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,651,651,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1980,1980,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,275,275,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1980,1980,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,376,376,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1981,1981,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,629,629,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1981,1981,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,266,266,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1981,1981,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,363,363,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,613,613,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,260,260,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,353,353,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,603,603,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,256,256,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,347,347,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,595,595,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,253,253,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,342,342,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,588,588,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,250,250,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,338,338,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,581,581,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,248,248,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,333,333,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,572,572,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,244,244,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,328,328,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,559,559,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,238,238,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,321,321,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,541,541,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,231,231,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,310,310,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,521,521,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,222,222,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,299,299,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1991,1991,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,499,499,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1991,1991,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,213,213,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1991,1991,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,286,286,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1992,1992,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,477,477,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1992,1992,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,204,204,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1992,1992,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,273,273,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1993,1993,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,455,455,null,null,null,null,null
